,location,year,km,fuel,gears,owners,kmpl,engine_size,power,seats,price
3319,11,2013,48823,1,1,1,19.5,1582.0,126.24,5.0,850000.0
3320,9,2011,35082,0,0,1,20.36,1197.0,78.9,5.0,221000.0
3321,7,2012,126000,0,0,1,16.8,796.0,34.2,5.0,160000.0
3322,5,2016,19000,0,1,1,15.5,1198.0,86.7,5.0,625000.0
3323,10,2007,69000,0,1,2,12.9,1799.0,130.0,5.0,225000.0
3324,8,2019,29836,1,1,1,17.9,2143.0,136.0,5.0,2575000.0
3325,1,2010,48002,0,0,2,13.14,1798.0,157.8,5.0,675000.0
3326,1,2015,52324,1,0,1,28.09,1248.0,88.5,5.0,625000.0
3327,5,2013,65000,1,0,1,22.7,1498.0,89.84,5.0,509999.99999999994
3328,10,2009,66000,1,1,2,8.7,2987.0,224.34,5.0,1075000.0
3329,6,2016,75700,1,0,1,24.0,1120.0,70.0,5.0,570000.0
3330,2,2013,43000,1,0,1,20.5,1598.0,105.0,5.0,595000.0
3331,8,2012,42706,1,0,1,25.44,936.0,56.3,5.0,240000.0
3332,10,2013,35000,1,0,1,17.21,1493.0,100.0,7.0,349000.0
3333,6,2011,54348,0,1,1,19.2,1197.0,80.0,5.0,400000.0
3334,5,2013,84000,1,0,1,23.59,1364.0,67.04,5.0,385000.0
3335,10,2010,63298,0,1,1,14.53,1794.0,138.1,5.0,395000.0
3336,7,2013,75049,0,0,2,20.36,1197.0,78.9,5.0,300000.0
3337,8,2018,24237,0,0,1,18.16,1196.0,86.8,5.0,670000.0
3338,4,2016,22767,0,0,1,18.5,1197.0,85.8,5.0,614000.0
3339,2,2012,58000,0,1,2,15.0,1396.0,98.6,5.0,440000.00000000006
3340,11,2017,57000,1,0,1,26.59,1248.0,74.0,5.0,425000.0
3341,8,2010,50161,0,1,1,8.77,4395.0,402.0,5.0,2593000.0
3342,9,2016,45000,1,0,1,22.7,1598.0,118.0,5.0,700000.0
3343,4,2017,68319,1,1,1,12.55,2982.0,168.5,7.0,2512000.0
3344,8,2017,30711,0,0,1,20.3,998.0,68.05,5.0,445000.0
3345,9,2011,38277,1,0,1,21.9,1396.0,90.0,5.0,240000.0
3346,11,2012,115000,1,0,2,20.54,1598.0,103.6,5.0,433000.0
3347,4,2017,46849,0,1,1,18.5,1197.0,83.14,5.0,693000.0
3348,1,2014,64000,1,0,1,21.9,1396.0,90.0,5.0,425000.0
3349,11,2010,130923,1,1,1,14.21,2143.0,203.0,5.0,1250000.0
3350,3,2015,15000,0,0,1,18.9,1197.0,82.0,5.0,490000.00000000006
3351,10,2014,32720,1,0,1,23.0,1396.0,90.0,5.0,450000.0
3352,7,2016,12500,0,0,1,25.17,799.0,53.3,5.0,300000.0
3353,3,2015,59800,0,1,1,16.9,1197.0,82.0,5.0,580000.0
3354,11,2011,54211,0,0,1,15.04,1598.0,103.6,5.0,333000.0
3355,8,2015,62242,1,1,1,14.39,1998.0,163.7,5.0,662000.0
3356,10,2015,54000,1,0,2,19.01,1461.0,108.5,5.0,575000.0
3357,6,2012,65000,1,0,1,22.32,1582.0,126.32,5.0,620000.0
3358,3,2015,55000,0,1,1,23.1,998.0,67.04,5.0,350000.0
3359,11,2010,71000,0,0,1,18.9,998.0,67.1,5.0,200000.0
3360,3,2012,70000,1,0,1,21.9,1396.0,88.8,5.0,400000.0
3361,10,2011,53000,0,1,1,12.3,1781.0,163.2,5.0,950000.0
3362,10,2013,43000,1,1,1,17.05,1995.0,184.0,5.0,1750000.0
3363,10,2015,54000,0,1,1,14.3,1598.0,103.52,5.0,611000.0
3364,1,2014,51000,0,0,1,20.36,1197.0,78.9,5.0,375000.0
3365,6,2007,78000,1,0,2,10.5,2835.0,107.2,6.0,620000.0
3366,10,2014,25000,1,0,1,26.0,1498.0,98.6,5.0,615000.0
3367,11,2012,12600,0,0,1,20.92,998.0,67.1,5.0,240000.0
3368,11,2009,80000,1,0,4,17.8,1248.0,75.0,5.0,215000.0
3369,9,2016,21000,0,0,1,18.9,1197.0,82.0,5.0,375000.0
3370,10,2011,32000,0,0,2,15.6,1196.0,70.0,5.0,215000.0
3371,2,2015,50000,0,0,1,18.9,1197.0,81.86,5.0,475000.0
3372,10,2010,47500,0,0,1,15.5,1586.0,103.3,5.0,245000.00000000003
3373,10,2017,7500,0,0,1,17.4,1497.0,117.3,5.0,1115000.0
3374,7,2016,68163,1,1,1,19.6,1461.0,108.45,5.0,890000.0
3375,1,2014,61000,1,0,1,25.8,1498.0,98.6,5.0,434999.99999999994
3376,7,2015,100000,1,0,2,12.99,2494.0,100.6,7.0,1200000.0
3377,10,2009,61500,1,1,2,16.07,1995.0,181.0,5.0,850000.0
3378,8,2017,42883,0,0,1,19.81,1086.0,68.05,5.0,426999.99999999994
3379,7,2012,97000,1,0,2,20.45,1461.0,83.8,5.0,425000.0
3380,2,2010,39525,0,1,1,11.3,2360.0,170.0,5.0,925000.0
3381,8,2017,35384,1,0,1,24.3,1248.0,88.5,5.0,861000.0
3382,6,2010,46000,1,1,1,11.8,2987.0,261.0,7.0,2800000.0
3383,4,2018,32189,1,0,1,23.0,1498.0,98.96,5.0,925000.0
3384,3,2016,27000,1,1,1,19.08,1582.0,126.2,5.0,860000.0
3385,4,2018,22734,0,0,1,16.47,1198.0,74.0,5.0,753000.0
3386,10,2014,58002,1,0,1,19.64,1461.0,108.45,5.0,575000.0
3387,3,2012,31500,0,1,1,16.5,1198.0,86.8,5.0,415000.00000000006
3388,4,2017,30933,0,0,1,18.16,1196.0,86.8,5.0,584000.0
3389,9,2012,27090,1,1,1,18.53,1968.0,187.74,5.0,1650000.0
3390,10,2015,29500,1,1,1,15.97,2993.0,258.0,7.0,4300000.0
3391,11,2013,45000,0,0,1,20.36,1197.0,78.9,5.0,355000.0
3392,6,2018,11691,0,0,1,18.6,1197.0,81.83,5.0,890000.0
3393,6,2006,121000,1,0,2,16.4,1896.0,90.0,5.0,250000.0
3394,6,2010,118077,1,0,1,16.2,1493.0,110.0,5.0,385000.0
3395,3,2012,36300,0,1,3,17.1,1591.0,121.4,5.0,750000.0
3396,10,2005,90000,0,0,2,15.3,1341.0,61.0,5.0,180000.0
3399,10,2015,27000,0,0,1,16.47,1198.0,74.0,5.0,434999.99999999994
3400,9,2012,22000,1,1,1,17.05,1995.0,184.0,5.0,1150000.0
3401,9,2014,49000,0,0,1,17.4,1497.0,117.3,5.0,475000.0
3403,4,2018,12794,0,1,1,19.0,1199.0,88.7,5.0,915000.0
3405,6,2014,88046,0,1,1,10.1,2354.0,152.0,5.0,1399000.0
3407,4,2018,82739,1,1,1,16.0,2179.0,140.0,7.0,1677000.0
3408,2,2006,193000,1,0,3,13.6,2523.0,63.0,7.0,250000.0
3409,10,2013,7000,0,1,1,17.97,1498.0,99.6,5.0,365000.0
3410,1,2012,60000,1,1,2,12.35,2179.0,187.74,5.0,2350000.0
3411,11,2017,38000,0,0,1,22.74,796.0,47.3,5.0,311000.0
3413,10,2014,17858,0,0,1,17.0,1197.0,80.0,5.0,532000.0
3414,6,2012,53000,0,0,1,20.36,1197.0,78.9,5.0,320000.0
3415,8,2016,67906,1,0,1,25.2,1248.0,74.0,5.0,563000.0
3416,6,2015,19000,0,0,1,21.1,814.0,55.2,5.0,300000.0
3417,10,2010,67000,1,1,2,22.69,1995.0,190.0,5.0,925000.0
3418,5,2011,80000,1,0,1,23.57,1396.0,70.0,5.0,120000.0
3419,5,2015,61000,0,0,1,22.74,796.0,47.3,5.0,215000.0
3420,11,2010,39000,1,0,1,22.07,1199.0,73.9,5.0,305000.0
3421,1,2014,59000,0,1,1,14.28,1798.0,138.03,5.0,1150000.0
3422,6,2008,80931,0,0,1,17.92,1086.0,62.1,5.0,229999.99999999997
3423,9,2016,34000,0,0,1,20.4,1197.0,81.8,5.0,495000.0
3424,6,2013,130000,1,0,1,21.64,1461.0,84.8,5.0,475000.0
3425,4,2018,52380,1,0,1,24.3,1248.0,88.5,5.0,1015000.0
3426,9,2011,44000,0,0,1,18.06,1198.0,75.0,5.0,265000.0
3428,8,2017,41697,0,1,1,13.1,1997.0,141.1,5.0,1668000.0
3429,11,2014,163000,1,0,1,19.01,1461.0,108.5,5.0,500000.0
3430,3,2011,42000,0,0,2,17.71,1197.0,78.9,5.0,375000.0
3431,7,2013,129000,1,0,3,21.27,1396.0,88.76,5.0,411000.00000000006
3432,3,2015,32200,0,0,2,18.16,1196.0,86.8,5.0,425000.0
3433,10,2004,129000,1,0,1,10.5,2835.0,107.2,6.0,345000.0
3434,2,2014,40000,1,1,1,17.11,1968.0,174.33,5.0,2250000.0
3435,5,2006,150000,0,0,1,12.4,1998.0,132.0,8.0,450000.0
3436,7,2007,140000,0,0,1,15.26,1150.0,74.9,5.0,90000.0
3437,6,2006,63181,0,0,1,15.3,1341.0,83.0,5.0,185000.0
3438,9,2013,39575,1,0,1,25.8,1498.0,98.6,5.0,325000.0
3440,4,2014,70374,1,0,1,22.7,1498.0,89.84,5.0,734000.0
3441,9,2015,26256,1,0,1,20.14,1498.0,88.5,5.0,425000.0
3442,5,2016,13460,0,0,1,18.6,1197.0,81.86,5.0,645000.0
3443,3,2011,122000,1,0,2,12.8,2494.0,102.0,8.0,1075000.0
3444,9,2015,58589,1,1,1,15.26,2143.0,203.2,5.0,2775000.0
3445,7,2005,115000,0,0,2,17.3,1061.0,64.0,5.0,99000.0
3447,7,2016,30292,0,0,1,18.6,1197.0,81.86,5.0,610000.0
3448,1,2017,32248,0,0,1,17.5,1199.0,88.7,5.0,825000.0
3449,2,2013,74000,0,0,1,16.47,1198.0,73.9,5.0,465000.00000000006
3450,10,2014,56100,0,0,1,13.7,1997.0,153.86,5.0,975000.0
3451,2,2014,61325,0,0,1,18.9,1197.0,81.86,5.0,440000.00000000006
3452,9,2014,33000,0,0,1,19.1,1197.0,85.8,5.0,399000.0
3453,4,2016,18090,1,1,1,16.2,2993.0,258.0,5.0,4573000.0
3454,8,2014,71390,1,0,1,22.7,1498.0,89.84,5.0,527000.0
3456,1,2016,67000,1,0,1,26.0,1498.0,98.6,5.0,725000.0
3457,3,2008,99000,1,0,2,17.0,1405.0,70.0,5.0,160000.0
3458,11,2014,142000,1,0,2,19.01,1461.0,108.45,5.0,600000.0
3459,3,2010,26966,0,0,1,20.36,1197.0,78.9,5.0,300000.0
3460,10,2015,27628,0,0,1,18.7,1199.0,88.7,5.0,495000.0
3461,6,2016,82497,1,0,1,23.65,1248.0,88.5,5.0,899000.0
3462,10,2007,86000,0,0,3,11.9,2354.0,144.0,5.0,185000.0
3463,4,2016,26981,0,0,1,16.47,1198.0,73.9,5.0,616000.0
3464,6,2010,110471,1,0,1,21.1,1248.0,73.9,5.0,350000.0
3465,7,2014,69000,0,0,1,19.5,1199.0,88.76,5.0,450000.0
3466,6,2017,12000,0,0,1,18.6,1197.0,81.83,5.0,775000.0
3467,6,2014,77500,1,0,1,20.45,1461.0,83.8,5.0,660000.0
3468,8,2014,48031,0,0,1,18.9,1197.0,82.0,5.0,498000.00000000006
3469,3,2008,170000,1,1,3,16.07,1995.0,181.0,5.0,975000.0
3470,10,2014,69565,1,0,1,22.7,1498.0,89.84,5.0,555000.0
3471,6,2016,45492,1,1,1,21.5,1498.0,108.5,5.0,1030000.0000000001
3472,3,2011,85000,0,1,2,11.7,2354.0,177.6,5.0,750000.0
3473,6,2008,55902,0,0,1,14.49,1399.0,92.7,5.0,180000.0
3474,6,2017,18500,0,0,1,16.2,1199.0,74.0,5.0,625000.0
3475,6,2015,129750,1,0,2,14.95,2489.0,93.7,7.0,680000.0
3476,6,2009,50902,0,1,1,19.2,1197.0,80.0,5.0,300000.0
3477,4,2015,84725,1,0,1,15.1,2179.0,140.0,7.0,1160000.0
3478,10,2013,40000,1,0,2,22.7,1582.0,126.24,5.0,695000.0
3479,10,2010,60000,0,0,3,14.3,1798.0,160.0,5.0,350000.0
3480,4,2014,33496,0,0,1,18.9,1197.0,81.86,5.0,550000.0
3481,10,2015,25000,0,0,1,18.6,1197.0,81.83,5.0,565000.0
3482,1,2013,71000,1,0,1,18.2,1248.0,73.8,8.0,325000.0
3483,4,2015,20826,0,1,1,14.3,1598.0,103.6,5.0,772000.0
3484,11,2016,42244,1,0,1,19.67,1582.0,126.2,5.0,1200000.0
3485,7,2013,98598,1,0,1,25.44,936.0,57.6,5.0,155000.0
3486,5,2011,62100,1,0,1,11.5,2982.0,171.0,7.0,1075000.0
3487,4,2016,44238,0,0,1,18.6,1197.0,81.83,5.0,672000.0
3488,4,2012,91743,1,1,1,12.07,2967.0,241.4,7.0,2855000.0
3489,2,2013,19828,1,1,2,17.85,2967.0,300.0,4.0,7500000.0
3490,6,2016,36891,0,0,1,17.8,1497.0,117.3,5.0,1049000.0
3491,6,2012,90049,1,0,1,17.21,1493.0,100.0,7.0,380000.0
3492,1,2012,74002,1,1,1,16.55,1968.0,140.0,5.0,1850000.0
3493,9,2013,41000,0,1,1,12.37,2359.0,198.25,5.0,600000.0
3494,6,2012,83678,1,0,1,22.32,1582.0,126.32,5.0,550000.0
3495,11,2010,91000,0,0,1,18.9,998.0,67.1,5.0,229999.99999999997
3496,7,2016,50000,1,0,1,24.52,1248.0,88.5,7.0,869999.9999999999
3497,5,2015,58000,1,0,1,24.4,1120.0,71.01,5.0,495000.0
3498,7,2012,80000,1,0,1,22.9,1248.0,74.0,5.0,425000.0
3499,8,2017,41290,1,0,2,16.0,2179.0,140.0,7.0,1094000.0
3500,5,2013,65000,1,1,1,22.48,1995.0,190.0,5.0,2126000.0
3501,2,2016,16471,0,0,2,14.28,1798.0,138.03,5.0,1150000.0
3502,11,2015,54339,1,0,2,22.54,1396.0,88.73,5.0,600000.0
3503,6,2016,24025,0,0,1,18.15,1198.0,82.0,6.0,409999.99999999994
3504,9,2013,24027,0,0,1,24.7,796.0,47.3,5.0,200999.99999999997
3505,6,2010,59270,0,0,1,15.7,1172.0,67.0,5.0,260000.0
3506,9,2012,40000,0,0,1,18.9,998.0,67.1,5.0,235000.0
3507,2,2012,155566,1,0,2,9.5,2835.0,118.6,6.0,915000.0
3508,3,2013,42320,0,0,1,19.4,1198.0,86.8,5.0,290000.0
3509,4,2017,24153,1,0,2,22.54,1396.0,88.73,5.0,918000.0
3510,10,2016,27000,0,1,1,13.0,1591.0,121.3,5.0,1145000.0
3512,8,2017,61795,0,0,1,17.8,1198.0,86.7,5.0,553000.0
3513,3,2016,13500,0,0,1,18.15,1198.0,82.0,6.0,375000.0
3514,11,2018,4500,0,1,1,18.0,1497.0,117.3,5.0,1250000.0
3515,10,2017,23000,1,1,1,16.0,2179.0,140.0,7.0,1550000.0
3517,10,2013,80578,1,1,2,14.84,2143.0,170.0,5.0,1450000.0
3518,4,2017,42646,1,1,1,19.6,1461.0,108.45,5.0,1246000.0
3519,2,2014,30000,0,0,2,16.47,1198.0,74.0,5.0,525000.0
3521,2,2009,98000,1,1,2,13.5,2987.0,282.0,5.0,2500000.0
3523,6,2012,50000,1,1,1,12.9,2993.0,271.23,4.0,4500000.0
3524,7,2015,63310,1,0,1,28.4,1248.0,74.0,5.0,509999.99999999994
3525,5,2014,66000,1,0,1,25.8,1498.0,98.6,5.0,350000.0
3526,1,2011,74000,1,1,2,16.07,1995.0,181.0,5.0,1250000.0
3527,6,2012,93000,1,0,1,23.5,1396.0,88.7,5.0,555000.0
3528,5,2015,70000,1,1,1,11.5,2982.0,169.0,7.0,1948000.0
3529,1,2012,48772,0,0,1,18.6,1197.0,85.8,5.0,391000.0
3530,3,2010,66000,0,0,1,18.6,1199.0,79.4,5.0,219000.0
3531,4,2017,27417,0,1,1,18.9,1197.0,82.0,5.0,689000.0
3532,4,2011,51593,0,0,2,15.6,1196.0,70.0,5.0,347000.0
3534,11,2010,75000,0,0,1,16.1,1298.0,88.2,5.0,285000.0
3535,4,2016,39237,1,1,1,17.11,1968.0,174.33,5.0,2564000.0
3536,8,2018,11966,0,0,1,16.8,1497.0,116.3,5.0,1027999.9999999999
3537,6,2015,37000,0,0,1,18.2,1199.0,88.7,5.0,630000.0
3538,3,2014,70920,1,0,1,20.14,1498.0,88.8,5.0,475000.0
3539,6,2013,65280,1,0,1,19.87,1461.0,83.14,5.0,580000.0
3540,6,2016,62000,1,1,1,12.51,2179.0,187.7,7.0,4450000.0
3541,8,2014,44525,0,0,1,18.5,1197.0,82.9,5.0,465000.00000000006
3542,7,2009,86863,0,0,1,17.0,1497.0,118.0,5.0,360000.0
3543,6,2015,102626,1,0,1,16.0,2179.0,140.0,7.0,1225000.0
3545,7,2017,22000,1,0,1,16.0,2179.0,140.0,7.0,1600000.0
3546,4,2011,108905,1,1,2,11.79,2179.0,120.0,8.0,621000.0
3547,9,2016,12800,0,0,1,19.44,1198.0,67.0,7.0,325000.0
3548,9,2016,32000,1,0,1,15.4,2179.0,120.0,7.0,975000.0
3549,10,2014,39000,0,1,1,15.5,1198.0,86.7,5.0,445000.0
3550,11,2017,42000,1,0,1,25.6,1498.0,98.6,5.0,1200000.0
3551,3,2008,73000,0,0,1,14.4,1396.0,65.0,5.0,80000.0
3552,3,2018,48000,1,0,1,24.0,1186.0,73.97,5.0,595000.0
3554,9,2014,19000,0,0,1,17.43,1396.0,105.5,5.0,525000.0
3555,4,2019,33598,1,0,1,13.68,2393.0,147.8,7.0,2220000.0
3556,7,2012,63000,1,1,1,17.05,1995.0,184.0,5.0,1350000.0
3557,3,2015,48000,1,1,1,16.96,1968.0,138.03,5.0,1350000.0
3559,1,2013,80000,1,1,2,11.18,2696.0,184.0,7.0,950000.0
3560,3,2011,37000,0,0,1,15.04,1598.0,103.6,5.0,480000.0
3561,8,2016,35058,0,0,1,15.0,1598.0,103.52,5.0,654000.0
3562,5,2012,52000,0,0,1,16.47,1198.0,73.9,5.0,310000.0
3563,6,2015,61313,1,0,1,23.65,1248.0,88.5,5.0,799000.0
3564,9,2009,45000,0,0,2,14.53,1798.0,138.1,5.0,330000.0
3565,2,2015,74000,1,0,1,20.77,1248.0,88.8,7.0,875000.0
3566,6,2013,89000,0,1,1,19.2,1197.0,80.0,5.0,419000.00000000006
3567,8,2019,13414,1,1,1,17.9,2143.0,136.0,5.0,3077000.0
3568,7,2006,95000,0,0,2,16.9,1497.0,100.0,5.0,211000.0
3569,7,2018,15900,0,0,1,18.15,1198.0,82.0,6.0,625000.0
3570,5,2011,151000,1,0,1,11.5,2982.0,171.0,7.0,1140000.0
3572,4,2017,36824,1,1,1,18.53,1968.0,187.74,5.0,3984000.0000000005
3574,9,2014,52000,1,1,1,17.9,2143.0,136.0,5.0,1950000.0
3576,6,2016,71000,1,0,1,25.83,1498.0,99.0,5.0,509999.99999999994
3577,5,2013,71000,1,1,1,22.7,1582.0,126.2,5.0,680000.0
3578,9,2016,20000,0,1,1,21.4,1197.0,83.1,5.0,574000.0
3579,6,2010,71000,0,0,1,16.1,1197.0,85.0,5.0,330000.0
3580,6,2010,29000,1,1,1,9.9,3498.0,271.72,4.0,3200000.0
3581,1,2016,27000,1,1,1,21.76,1995.0,190.0,5.0,3500000.0
3582,3,2017,19000,1,1,1,28.4,1248.0,73.75,5.0,890000.0
3583,10,2011,58000,0,0,2,17.01,1591.0,121.3,5.0,400000.0
3584,8,2018,42203,1,0,1,17.1,1956.0,170.0,5.0,1946000.0
3585,6,2009,94000,1,1,1,11.4,1991.0,142.0,5.0,525000.0
3587,9,2018,4900,1,0,1,21.5,1497.0,108.5,5.0,922000.0000000001
3588,7,2013,70000,0,0,1,21.1,814.0,55.2,5.0,180000.0
3590,8,2015,65266,1,1,1,14.69,2993.0,258.0,5.0,3175000.0
3591,5,2014,54569,1,0,1,20.77,1248.0,88.76,7.0,599000.0
3592,8,2015,51361,0,0,1,18.0,1198.0,86.7,5.0,494000.00000000006
3593,7,2007,125000,0,0,3,16.6,1388.0,68.0,5.0,150000.0
3594,2,2008,66000,0,0,3,13.5,1799.0,130.0,5.0,325000.0
3596,5,2014,22281,1,0,1,20.77,1248.0,88.8,7.0,650000.0
3597,5,2013,63210,1,0,1,24.0,1120.0,70.0,5.0,371000.0
3598,11,2018,31000,0,0,1,20.14,1197.0,81.86,5.0,500000.0
3599,1,2008,60000,0,0,1,19.81,1086.0,68.05,5.0,199000.0
3600,10,2017,32006,0,0,1,18.0,1198.0,86.7,5.0,425000.0
3601,1,2009,78000,1,1,1,12.4,2698.0,179.5,5.0,800000.0
3602,10,2011,9489,0,0,1,20.36,1197.0,78.9,5.0,295000.0
3603,11,2018,5000,0,0,1,25.17,799.0,53.3,5.0,350000.0
3604,7,2012,60000,1,1,2,15.2,1968.0,140.8,5.0,1600000.0
3605,7,2015,50000,0,0,1,22.74,796.0,47.3,5.0,275000.0
3606,5,2015,53000,0,0,1,17.8,1497.0,117.3,5.0,695000.0
3607,5,2011,64000,0,1,2,11.74,1796.0,186.0,5.0,1250000.0
3608,4,2017,43827,1,1,1,13.22,2967.0,241.4,5.0,3683000.0
3609,11,2011,36431,0,0,1,16.2,1199.0,74.0,5.0,270000.0
3610,10,2017,35000,1,0,1,21.38,1396.0,88.7,5.0,990000.0
3611,8,2011,94832,0,0,1,17.0,1497.0,118.0,5.0,383000.0
3612,4,2012,88381,0,0,1,17.0,1497.0,118.0,5.0,525000.0
3613,9,2016,45194,1,0,1,22.7,1598.0,118.0,5.0,775000.0
3614,10,2010,66000,0,0,2,16.51,1586.0,103.2,5.0,246000.0
3615,9,2014,38578,1,0,1,23.4,1248.0,74.0,5.0,396000.0
3616,3,2015,40000,1,0,1,20.77,1248.0,88.8,7.0,825000.0
3617,4,2018,20632,0,0,1,18.6,1197.0,81.83,5.0,758000.0
3618,6,2014,73042,1,0,1,24.0,1120.0,70.0,5.0,399000.0
3619,5,2014,54257,0,0,1,17.4,1497.0,117.3,5.0,625000.0
3620,6,2013,93000,1,0,1,20.5,1598.0,103.5,5.0,500000.0
3621,6,2005,102000,1,1,2,11.0,2987.0,198.5,5.0,465000.00000000006
3622,4,2016,28881,1,1,1,13.01,2199.0,194.3,7.0,2137000.0
3623,6,2007,52195,0,0,1,19.7,796.0,46.3,5.0,175000.0
3624,4,2018,20422,1,0,1,12.4,2499.0,134.0,5.0,1609000.0
3625,9,2012,38000,1,0,1,24.8,1396.0,88.7,5.0,409999.99999999994
3627,11,2010,43000,0,0,2,17.0,1497.0,118.0,5.0,421000.0
3629,5,2015,57000,1,0,1,23.9,1582.0,126.2,5.0,660000.0
3630,4,2018,32434,0,1,1,13.0,1591.0,121.3,5.0,1435000.0
3631,6,2017,32000,1,0,1,22.7,1498.0,89.84,5.0,950000.0
3632,5,2011,59000,1,1,1,11.2,2993.0,241.0,4.0,2190000.0
3633,4,2016,76467,1,1,1,18.12,1995.0,190.0,5.0,3045000.0
3634,6,2016,100000,1,0,1,25.83,1498.0,99.0,5.0,509999.99999999994
3635,11,2013,37086,0,1,1,17.0,1591.0,121.3,5.0,544000.0
3636,7,2010,135000,1,0,1,13.8,1399.0,68.0,5.0,160000.0
3637,8,2014,54862,1,1,1,17.68,1968.0,174.33,5.0,1667000.0000000002
3639,11,2012,56200,0,1,1,15.0,1396.0,98.6,5.0,385000.0
3641,2,2016,20229,0,0,1,25.17,799.0,53.3,5.0,350000.0
3642,3,2008,62000,0,0,3,18.0,995.0,62.0,5.0,110000.00000000001
3643,6,2011,51500,0,0,2,16.2,1599.0,103.2,5.0,260000.0
3646,6,2015,62476,1,0,1,26.59,1248.0,74.0,5.0,795000.0
3647,7,2017,60500,1,0,1,25.4,1186.0,73.97,5.0,549000.0
3648,10,2017,17978,0,1,1,19.0,1199.0,88.7,5.0,695000.0
3650,3,2013,123000,1,0,2,17.8,1399.0,67.0,5.0,445000.0
3651,9,2016,45296,1,0,1,25.1,1248.0,88.5,5.0,699000.0
3652,4,2008,77325,0,0,1,15.6,1586.0,104.68,5.0,351000.0
3653,8,2018,25858,0,1,1,21.4,1197.0,83.1,5.0,754000.0
3654,2,2016,120000,1,0,1,23.2,1248.0,73.94,5.0,365000.0
3655,1,2016,22000,1,1,1,19.5,1582.0,126.24,5.0,1600000.0
3656,9,2012,11000,0,0,1,16.2,995.0,62.1,5.0,140000.0
3657,10,2017,3900,0,0,1,18.6,1197.0,81.83,5.0,645000.0
3658,6,2016,106092,1,0,1,24.4,1120.0,71.0,5.0,440000.00000000006
3659,5,2015,27000,0,1,1,19.0,1199.0,88.7,5.0,595000.0
3660,1,2013,11000,0,0,1,19.4,1198.0,86.8,5.0,390000.0
3661,4,2016,39753,1,1,1,13.0,2143.0,201.1,5.0,3528000.0
3662,11,2017,39800,1,0,1,17.6,2179.0,153.86,7.0,1425000.0
3663,11,2017,73000,1,0,1,24.4,1120.0,71.0,5.0,450000.0
3664,11,2015,55000,1,0,1,22.7,1498.0,89.84,5.0,750000.0
3665,4,2017,18351,0,1,1,21.9,624.0,37.48,4.0,341000.0
3666,11,2013,45000,0,0,2,19.4,1198.0,86.8,5.0,325000.0
3667,6,2016,112200,1,0,1,24.52,1248.0,88.5,7.0,830000.0000000001
3668,2,2010,29000,0,0,1,20.36,1197.0,78.9,5.0,345000.0
3670,10,2015,53392,1,0,1,16.0,2179.0,140.0,7.0,1195000.0
3671,6,2010,71000,1,0,1,20.54,1598.0,103.6,5.0,425000.0
3672,6,2014,93000,1,0,1,14.0,2179.0,138.1,7.0,825000.0
3673,6,2010,119000,0,0,1,10.2,2354.0,180.0,5.0,595000.0
3674,4,2016,42225,0,0,1,15.1,1196.0,73.0,7.0,430000.0
3675,1,2012,65000,1,0,1,22.9,1248.0,74.0,5.0,390000.0
3676,11,2016,27809,0,1,1,21.4,1197.0,83.1,5.0,641000.0
3677,4,2015,65100,1,0,1,15.1,2179.0,140.0,7.0,836000.0
3678,3,2014,51000,0,0,1,19.1,1197.0,82.0,5.0,385000.0
3679,6,2017,10000,1,1,1,19.27,2143.0,167.62,5.0,3600000.0
3680,9,2011,54895,0,0,1,13.14,1798.0,160.0,5.0,750000.0
3681,6,2015,80768,1,0,1,20.14,1498.0,88.73,5.0,570000.0
3682,8,2019,12076,0,0,1,20.89,1197.0,81.8,5.0,550000.0
3684,10,2015,42366,0,0,1,17.8,1497.0,117.3,5.0,775000.0
3685,1,2010,68000,1,1,1,11.5,2993.0,235.0,5.0,1800000.0
3686,6,2008,122397,1,0,1,17.5,1896.0,106.0,5.0,440000.00000000006
3687,4,2017,50534,0,1,1,17.21,1197.0,103.5,5.0,827000.0
3688,1,2014,55300,1,0,1,19.87,1461.0,83.8,5.0,475000.0
3689,6,2008,73095,0,1,1,16.8,1497.0,118.0,5.0,380000.0
3690,1,2011,51100,1,0,1,20.54,1598.0,103.6,5.0,340000.0
3691,11,2016,13436,0,0,2,18.9,1197.0,82.0,5.0,470000.0
3692,11,2008,76000,0,0,2,16.6,1388.0,68.0,5.0,149000.0
3693,10,2016,63141,1,0,2,24.4,1120.0,71.0,5.0,450000.0
3694,6,2014,74885,1,0,1,25.8,1498.0,98.6,5.0,540000.0
3695,6,2016,14000,0,1,1,18.0,1497.0,117.3,5.0,1150000.0
3696,11,2012,56000,1,0,2,20.4,1461.0,108.5,5.0,350000.0
3697,1,2010,46000,1,1,1,22.48,1995.0,190.0,5.0,1650000.0
3698,10,2012,51800,0,0,1,15.5,1586.0,103.3,5.0,390000.0
3699,6,2007,81000,0,1,1,16.4,1497.0,78.0,5.0,325000.0
3700,8,2018,17370,0,0,1,17.0,1198.0,73.75,5.0,584000.0
3701,6,2016,18456,0,0,1,17.0,1198.0,73.75,5.0,575000.0
3702,5,2010,59000,1,1,1,16.55,1968.0,140.0,5.0,1000000.0
3703,10,2006,141537,0,0,2,18.9,998.0,67.1,5.0,105000.0
3704,5,2013,51000,1,1,1,19.08,1582.0,126.32,5.0,564000.0
3705,4,2019,29311,1,1,1,17.9,2143.0,170.0,5.0,5097000.0
